text,intent,cluster_kmeans,cluster_dbscan,x,y,label_kmeans,label_dbscan
how do i see the withdrawal fees,check_cancellation_fee,8,25,21.101986,2.2551894,"termination, early, check","withdrawal, charge, help"
i'm waiting for a reimbursement of,track_refund,2,12,-9.374954,12.216331,"help, money, refund","money, restitution, help"
i need help to sign up to your company newsletter,newsletter_subscription,10,6,-2.433745,-9.918243,"newsletter, help, corporate","newsletter, corporate, sign"
show me in what cases can i ask for refunds,check_refund_policy,2,19,-6.8759265,10.129108,"help, money, refund","refunds, refund, request"
i have got to notify of troubles with payments,payment_issue,7,18,0.93745065,24.001768,"payment, online, payments","payment, online, payments"
i dont know how i can see the termination penalties,check_cancellation_fee,8,57,24.29477,5.9214277,"termination, early, check","termination, penalty, check"
i want to modify the delivery address,change_shipping_address,5,4,4.0205426,-3.8236978,"address, delivery, shipping","address, delivery, shipping"
opening gold account for wife,create_account,4,16,8.949188,5.744786,"account, need, help","account, premium, daughter"
i am trying to swap an item of order,change_order,1,2,7.345367,13.982068,"order, purchase, help","order, purchase, help"
how can i add an item to purchase,change_order,1,10,5.7847342,14.518591,"order, purchase, help","item, help, product"
can i see under what circumstances can i ask for a refund,check_refund_policy,2,19,-7.12486,10.146257,"help, money, refund","refunds, refund, request"
i'm trying to inform of a error with signup,registration_problems,15,8,14.444709,1.9502311,"sign, signup, inform","sign, signup, notify"
want help making a claim against ur organization,complaint,12,24,-0.37160778,7.1723213,"claim, complaint, help","claim, complaint, help"
need to see purchase status,track_order,1,41,6.280213,17.200844,"order, purchase, help","purchase, status, check"
i have to change to the gold account,switch_account,4,36,8.520327,6.5581303,"account, need, help","gold, account, change"
tell me about subscribing to your corporate newsletter,newsletter_subscription,10,6,-2.4765875,-9.653807,"newsletter, help, corporate","newsletter, corporate, sign"
wanna file a consumer complaint aganst ur organization,complaint,12,24,0.26509473,5.877917,"claim, complaint, help","claim, complaint, help"
i am calling to check when my order is going to arrive,delivery_period,0,3,-11.934134,0.75148046,"arrive, soon, expect","arrive, check, help"
help canceling purchase,cancel_order,1,35,5.9536157,10.755765,"order, purchase, help","purchase, cancel, order"
what do i have to do to createa premium account,create_account,4,16,9.814446,5.8678665,"account, need, help","account, premium, daughter"
i want assistance taking a quick look at the invoice #00108,check_invoice,17,33,1.6513885,18.900875,"invoice, invoices, know","invoice, 37777, know"
"i would like to talk with customer service, how to do it?",contact_customer_service,3,11,-5.092528,3.5513737,"customer, talk, assistance","customer, assistance, talk"
i want help to inform of problems with payment,payment_issue,7,18,0.5854271,24.197422,"payment, online, payments","payment, online, payments"
want help to see how soon can i expect the purchase,delivery_period,0,58,-13.400849,0.5611793,"arrive, soon, expect","purchase, soon, expect"
help seeing what delivery options i can choose,delivery_options,16,45,3.664289,-6.5820284,"options, methods, delivery","delivery, options, help"
update information on gold account,edit_account,4,36,8.551867,6.597154,"account, need, help","gold, account, change"
need to see what payment methods are available can uhelp me,check_payment_methods,11,7,-6.191022,25.421276,"payment, methods, help","payment, methods, help"
need to update the info included on my profile how to do it,edit_account,4,1,11.56266,5.582543,"account, need, help","account, standard, change"
can you help me to write a comment for your products?,review,9,20,-5.1589556,-0.68869853,"feedback, leave, help","feedback, leave, help"
i have to use the gold account help me,switch_account,4,36,8.617485,6.444377,"account, need, help","gold, account, change"
i want help informing of issues with online payment,payment_issue,7,18,2.0744882,24.917345,"payment, online, payments","payment, online, payments"
can you help me to change the information on my profile?,edit_account,4,1,11.681369,5.6838775,"account, need, help","account, standard, change"
i do not know how i can notify of an error with payments,payment_issue,7,18,1.4658731,24.159418,"payment, online, payments","payment, online, payments"
help me check how long it takes for my package to arrive,delivery_period,0,3,-12.396539,0.53970885,"arrive, soon, expect","arrive, check, help"
i do not know how i can switch to the standard account,switch_account,4,1,11.536649,4.306299,"account, need, help","account, standard, change"
can i check what hours i can reach customer support?,contact_customer_service,14,21,-14.233693,6.4780684,"customer, hours, help","customer, hours, help"
where can i check ur reimbursement policy,check_refund_policy,2,34,-9.355362,14.518595,"help, money, refund","reimbursement, policy, check"
can i see the cancellation fees,check_cancellation_fee,19,40,0.97198164,11.264605,"cancellation, need, charges","cancellation, charges, fees"
can you help me retrieving my account pin code?,recover_password,21,55,17.334654,15.535973,"pin, user, code","pin, user, code"
new acount for wife,create_account,4,16,9.258732,5.2683516,"account, need, help","account, premium, daughter"
want assistance notifying of errors with payments,payment_issue,7,18,1.4624029,24.213171,"payment, online, payments","payment, online, payments"
how do i see what options for delivery are available,delivery_options,16,45,3.6930556,-6.607839,"options, methods, delivery","delivery, options, help"
where can i get compensations of my money,get_refund,2,12,-10.0533695,12.7018,"help, money, refund","money, restitution, help"
i have a problem submitting my delivery address,set_up_shipping_address,5,4,3.0236588,-3.0173664,"address, delivery, shipping","address, delivery, shipping"
checking bill from,check_invoice,6,37,-0.971672,17.335447,"help, look, know","help, look, know"
i can't receive the corporate newsletter,newsletter_subscription,10,6,-2.4553144,-9.676113,"newsletter, help, corporate","newsletter, corporate, sign"
trouble submitting the edlivery address,set_up_shipping_address,5,4,2.961152,-3.0605586,"address, delivery, shipping","address, delivery, shipping"
"i have got to modify my address, how can i do it?",change_shipping_address,5,29,7.1209483,-3.1110573,"address, delivery, shipping","address, trying, help"
need to check in what cases can i ask for a reimbursement,check_refund_policy,2,59,-1.5100322,2.9480667,"help, money, refund","cases, ask, reimbursed"
"i cannot open a profile, can i report bloody signup errors?",registration_problems,15,8,14.241088,2.5263262,"sign, signup, inform","sign, signup, notify"
would it be possible to lolok for my bill #12588,check_invoice,6,37,-1.137786,17.716496,"help, look, know","help, look, know"
help me to talk to customer suport,contact_customer_service,3,11,-5.1763763,3.6438763,"customer, talk, assistance","customer, assistance, talk"
i need assistance checking the available payment options,check_payment_methods,11,7,-6.0854583,24.142298,"payment, methods, help","payment, methods, help"
is it possible to contactr a person,contact_human_agent,3,11,-5.0834017,4.776465,"customer, talk, assistance","customer, assistance, talk"
need assistance to cancel my freemium account,delete_account,4,13,6.86584,5.9740295,"account, need, help","account, know, standard"
create platinum account,create_account,4,54,8.320226,4.0034432,"account, need, help","platinum, account, help"
need to submit my feedback for a service can uhelp me,review,9,20,-6.314109,-1.1771966,"feedback, leave, help","feedback, leave, help"
i want help tocall customer assistance,contact_customer_service,3,11,-5.0135703,4.029117,"customer, talk, assistance","customer, assistance, talk"
how to edit order ?,change_order,1,2,6.7000904,13.651686,"order, purchase, help","order, purchase, help"
i cannot inform of sign-up issues,registration_problems,15,8,14.575911,2.728514,"sign, signup, inform","sign, signup, notify"
i need assistance unsubscribinbg to your newsletter,newsletter_subscription,10,44,-2.6426032,-8.275668,"newsletter, help, corporate","newsletter, unsubscribe, help"
ihave an issue entering my shipping address,set_up_shipping_address,5,4,3.703119,-2.385116,"address, delivery, shipping","address, delivery, shipping"
help me file a customer complaint against your company,complaint,12,24,0.17268212,5.7903104,"claim, complaint, help","claim, complaint, help"
would it be possible to oen a gold account,create_account,4,36,8.629118,6.415634,"account, need, help","gold, account, change"
"i need to order a product, how do i do it?",place_order,1,10,5.457142,14.286285,"order, purchase, help","item, help, product"
i do not know what i need to do to see the early exit charge,check_cancellation_fee,8,60,19.936264,3.4284756,"termination, early, check","exit, early, charge"
help me seeing if there are any updates on the compensation,track_refund,2,53,-10.760876,12.501236,"help, money, refund","compensation, status, current"
